#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,
e465fadd8b30e8669f397e32e10f6cd0,haha... too bad I don't know my own schedule... let's try work till 6:15 then something with the fiance :),4.5,2.25,3.5,3.25,3.75,y,n,n,n,n,07/02/09 06:01 PM,965,453685,97.74,0.01,460223,0.5,0.08,
e2cc76f16ed40953e5c082ff5ef9a2e9,"Whoa, an A in 11 AP English... well, I'm content now.",1.8,2.25,2.65,4.75,4.8,n,n,n,y,y,09/01/09 05:24 PM,171,12680.2,88.27,0.06,13671,0.48,0.28,
e0576e496b3bc5bd1046315ddb72646a,act + taco surf + lazer tag = one exhausted mind,3.35,2.35,2.85,3.2,3.7,n,n,n,n,n,06/24/09 08:08 AM,322,47166.9,91.84,0.02,50780,0.49,0.04,
deb899e426c1a5c66c24eeb0d7df6257,"About mornings and winter,and magic.",2.15,2.15,4.1,2.9,4.6,n,n,y,n,y,01/11/10 04:19 AM,36,185.71,31.21,0.4,377,0.32,0.63,
ddaed24e83f0f9958336b52cf7a89373,In Canada with fam,4.25,2.5,3.25,4.25,4.5,y,n,n,y,y,01/21/10 10:04 PM,321,48543.8,95.11,0.03,49782,0.49,0.22,
dbdfbfda2a4205bd59b22758ceddd5af,had the worst surf session of my life!,3.75,2.05,3.55,3.95,3.8,y,n,y,y,y,10/05/09 05:05 AM,376,68180.7,97.23,0.02,69300,0.49,0.08,
dba5f5266d03dd6d4db084ad7dbc683c,Ph'nglui mglw'nafh? C'thulhu R'lyeh wgah'nagl fhtagn!,1.55,2.45,3.5,3.4,4.5,n,n,n,n,y,08/25/09 06:46 AM,265,33752.4,97.22,0.02,34425,0.5,0.03,
da8787edc39ba38d6bc9f0d10e28aa0f,Today was the *PROPNAME*'s B day :( R.I.P.,3.17,1.5,4.83,2.5,4.33,n,n,y,n,y,02/14/10 08:05 PM,343,56515.9,96.92,0.02,57442,0.49,0.1,
da56abb46f342d8e4b4bc96165cd645d,ROAR,3.4,1.68,4.53,3.5,4.8,n,n,y,y,y,10/10/09 06:23 AM,1225,743530,99.34,0,746216,0.5,0.02,
da22dab36bb12fcf9ed1a437de278a2c,I'm kicking ass in Vegas =],3.25,2.25,4.75,4.25,4.25,n,n,y,y,y,06/17/09 07:14 PM,277,36015.4,94.9,0.03,36920,0.49,0.21,
d8b283c6d460cdc5cb95d65e1c0a71d4,Just got back from having a great time in Orkney :-),2.65,2.75,4.65,3.1,3.7,n,n,y,n,n,08/21/09 02:20 AM,245,28355.6,95.65,0.03,29130,0.49,0.08,
d7f1da35557607089ee2e3a707ce4a4a,why are my clothes disappearing!!!! =(,4.5,2.75,2.5,3.5,4.25,y,n,n,y,y,11/13/09 01:30 PM,535,133010,93.46,0.02,139855,0.49,0.15,
d67916bbf6453cfebbd8689f7556e526,plis entren al grupo del eski!!!!!!! !!,3.4,2.45,3.95,3.85,4.45,n,n,y,y,y,06/21/09 02:48 PM,278,27967.7,73.16,0.04,36786,0.48,0.21,
d453b26dfd348fdb99e909df7d8bec39,I drilled a hole into my finger.. how do you even do this!?,4.35,2.5,4.2,3.3,3.61,y,n,y,n,n,06/17/09 10:19 PM,40,732.5,98.85,0.06,734,0.5,0.03,
d39c2b0fb2e50e37795fdbe3b8cd3792,likes the new Spartan football promo video! :) I'm exited for football season!,3.75,2,5,4.25,4.5,y,n,y,y,y,08/18/09 01:15 AM,775,290973,97.27,0.01,296174,0.5,0.08,
d3582916ef22700cebb70f5cdedc1da9,"No, I don't want any Patriotic Panties! Stupid facebook ads",3.7,2.2,2.95,3.45,4.4,y,n,n,n,y,09/24/09 07:35 PM,385,62433.4,84.9,0.02,72697,0.49,0.04,
d298a6d98000dc07bbb7994f71d867d3,may have eaten a few too many sweets today...,4.3,1.45,4.4,2.4,4.6,y,n,y,n,y,11/14/09 05:22 AM,494,117689,97.04,0.01,119963,0.49,0.08,
d177a27cdcf11df2e6e09de9620e9c5e,"Somehow, i have a feeling that I'm going to need Facebook more this year...  and sorry for dropping out of contact with most people this summer",3.05,2.2,3.95,2.95,4,n,n,y,n,y,06/18/09 07:20 AM,367,46193.6,69.16,0.06,62940,0.47,0.33,
ce9e978af8369a85f4fc15137013015b,AHHHHH!!!! The best surprise ever!,3.3,1.9,3.65,3.5,4.05,n,n,y,y,y,08/15/09 05:06 PM,381,70739.6,98.24,0.01,71416,0.5,0.04,
ce1a957dabf068478d322a56c0dfaf41,is all about NYC tomorrow :-),3.75,2,4.5,4,3.75,y,n,y,y,n,08/05/09 04:12 PM,1350,895790,98.52,0.01,904309,0.5,0.05,
cd99c28741e42fd9792616d3a4328f17,"is shocked at her grades, not as bad as I thought!",4.75,2.75,3,3.25,2.75,y,n,n,n,n,07/26/09 09:00 PM,699,236036,97.03,0.01,240885,0.5,0.09,
c8a62ce2aa837024b698e3eb72aa3c42,Thanks for all the mazal tovs // congratulations.  :-),3.5,2.3,3.95,4.8,4.55,n,n,y,y,y,08/20/09 04:21 PM,306,44142.5,95.22,0.03,45388,0.49,0.16,
c87247ddb57f8d8ff43086ac88e69120,prefers swimming in Lake Tahoe to staring at it on her computer desktop :),4.75,2.67,4.75,3.67,4.5,y,n,y,y,y,07/02/09 11:25 PM,1091,584445,98.47,0.01,590203,0.5,0.05,
c85845b82e705a32f674757d8912df23,hanging out with *PROPNAME* :),2.25,2.75,4.5,4.25,2.5,n,n,y,y,n,08/19/09 10:28 PM,300,43159,96.88,0.02,43968,0.49,0.07,
c723c2f329649b2af235fdefd1ca293c,is a baller.,2.75,2.5,3.5,3.75,3.5,n,n,n,y,n,06/27/09 03:51 AM,440,94264.3,98.05,0.01,95323,0.5,0.05,
c6ee79de33e47a3799c1d00e5f727b9e,"Just remembered, I seen a naked guy running up the supports on the squinty bridge last night with all hanging out .. but wearing socks. Not a pretty sight.",3.65,2.7,3.1,3.25,2.7,y,n,n,n,n,06/22/09 03:08 PM,138,8926.11,95.81,0.04,9061,0.49,0.17,
c5d9ffcb242053b0abdebe0d684fea3a,work 9-3 then going to see Pirate Radio with *PROPNAME*!,2.5,2.45,3.17,3.75,3.25,n,n,n,y,n,06/25/09 11:07 PM,159,10399.2,83.84,0.08,11611,0.47,0.43,
c59d2b7cca46cd85c4ac6d6ab554f170,Love me Dead...,4.95,1.65,3.4,3.75,4.55,y,n,n,y,y,06/17/09 06:58 PM,378,67968.2,95.9,0.02,69841,0.49,0.09,
c597771fab7477c2ae7b507d532130b0,"(purposefully contradicting *PROPNAME*) AGHH!! The heat! *opens arms in welcoming fashion*. I mean, you all complain when it's cold and rainy, as per usual, and you complain when it's warm. CONSISTENCY, PEOPLE!",2.35,2.1,4.15,3.75,4.8,n,n,y,y,y,07/22/09 05:54 PM,115,5992.5,93.04,0.03,6390,0.5,0.02,
c5898ecc4c7407e6f07cc3485073d3a6,"I know many people have faced this issue before, but MIT Graduate Admissions should stop denying the existence of Caltech...",3.3,1.5,4.2,3.15,4.6,n,n,y,n,y,06/14/09 07:25 PM,253,26645.7,84.25,0.07,29632,0.47,0.39,
beeb68b947eaec4a55a9d8d20a7c5b52,I'm in whitehorse for 6 weeks,4.05,1.35,3.85,3.5,4.8,y,n,y,y,y,06/20/09 02:11 AM,46,967.5,97.73,0.06,976,0.49,0.04,
bbe1ab61508fad201213fbe8090c5a75,"""In my days, we played soccer in the minefield.""",4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,09/12/09 11:13 PM,369,65119.5,96.43,0.02,66518,0.49,0.09,
ba1463b4d7bcf9c3167df26e0eb1dc57,*PROPNAME* 7th birthday today!  Took him out to watch Jackie Chans new Movie The Spy Next Door yesterday and out to eat at Red Robin...*PROPNAME* sat through his first movie at the theatres lol Today doing pizza and cake here at home.  I'll send out invites to a party here soon,3.5,2.55,4.75,2.9,4.7,n,n,y,n,y,02/09/10 05:52 AM,61,1761,99.49,0.04,1761,0.5,0.02,
b9a3df4af9a274fb33ce377fbdce9c16,is trying to get out of the doldrums,4.6,1.6,4.3,4.7,4.5,y,n,y,y,y,06/22/09 01:38 AM,1071,565761,98.92,0.01,569584,0.5,0.03,
b98b995372448f015357638c8eb6add1,wonders if people read his profile.,3.25,1.95,3.8,4.25,4.3,n,n,y,y,y,06/24/09 12:14 AM,486,115531,98.43,0.01,116816,0.5,0.03,
b576dc0449e75306c30456902ce0c80b,"Our personalities reflect the the environments we have lived in the past, which would also largely determine the ones we might live in.",3.84,2.6,3.75,4,4.15,y,n,y,y,y,07/23/09 09:24 AM,254,29724.9,93.25,0.04,30978,0.49,0.18,
b4de950df13c0765018013237c6a1b3d,"Laundry, then packing, then maybe sleeping....AHHHH... ENGLAND TOMORROW!",4.25,1.75,5,4.25,3.5,y,n,y,y,n,01/31/10 02:36 AM,955,441841,97.2,0.01,450439,0.5,0.08,
b4a21c82de4011033c8ac67081ff939c,Just updated my profile...Much has changed since college!,4.55,2.2,3.3,3.9,3.65,y,n,n,y,n,09/21/09 01:39 PM,254,30611.8,96.03,0.02,31359,0.49,0.09,
b2be41464b53ffc6deae9536ddfd3aee,screw work and making yet another trip to social services to reapply for food stamps.  I just want to write :(,4.2,2.6,3.95,3.25,5,y,n,y,n,y,10/25/09 03:52 AM,332,51211.9,93.77,0.03,53309,0.49,0.16,
aff70c2dcbd47c664777eb8df02967de,I'm ecstatic!,3,2.5,3.75,4.25,4,n,n,y,y,y,08/01/09 11:41 AM,134,8649.25,98.53,0.02,8697,0.5,0.03,
acfd53e1393633ae24f8c946d79a17d4,"is sleepy, excited, and wondering...",4.45,2.5,3.05,3.65,3.9,y,n,n,y,y,08/24/09 08:14 PM,315,48289.7,98.27,0.02,48683,0.5,0.06,
ab10a89d4fa299fe348a3ee1d183b3ee,I was totally freaked out tonight while driving home with Janice at 12am. The black coupe next to me matched my speed even though I was going fast and then he continued to match me speed as I slowed down. So I turn to look at the driver of the car and he's wearing a mask. A rubber mask reminiscent to freddy cruger. 0_0 I almost had a heart attack. I then slowed down a lot and he continued on... oh my goodness...,4.38,2.38,4,3.25,2.63,y,n,y,n,n,06/15/09 02:36 AM,622,184474,95.83,0.02,189353,0.49,0.21,
a8295e7c5a427770f9777a825e6daf35,"Todays flight will being heading from Minneapolis-St. Paul International Airport to Dever International Airport. Our approximate time in the air will be about two hours and thirty minutes reaching an altitude of 35,000 feet (Flight level 350). I'd like to personally thank you for flying Frontier Airlines. Flight attendants, prepare for take off.",3,1.85,4.1,3.7,3.95,n,n,y,y,y,06/26/09 04:36 PM,77,2816.33,98.82,0.03,2824,0.5,0.03,
a7d9818f6165cd5c84b8578185ccd616,has started reading confessions of a shopaholic.....i do exactly the same!!!,2.15,1.6,4.6,4.2,4.05,n,n,y,y,y,06/23/09 11:24 PM,127,7633,96.93,0.03,7743,0.49,0.08,
a764ca41dca158d7a191505dcc8ce47f,Red,3.7,2.5,4.2,4.1,3.6,y,n,y,y,n,01/12/10 07:48 PM,451,98153.1,97.16,0.02,99733,0.49,0.12,
a7637e86876374b952f4d10d0513c350,"is getting very nervous about her first day of teaching SATs, moving, and school in august....and its all converging.",4,2.17,4.83,3.17,5,y,n,y,n,y,08/29/09 02:01 PM,464,103794,97.05,0.02,105666,0.49,0.08,
a755cc2250ae57df9f1f4b5bf005e048,Burocrazia in Barcellona,2.55,1.4,4.25,3.9,4.15,n,n,y,y,y,06/24/09 04:34 PM,436,90494.3,95.87,0.02,92933,0.49,0.1,
a63a43d8a197935264abe0d57d930712,....YAWN....,3.1,2,3.25,3.9,4.6,n,n,n,y,y,07/11/09 09:28 AM,758,282821,98.84,0.01,284597,0.5,0.05,
a4fb2531183a186f2b5362ab89d885a2,"""...when will the GSS end? is BOSE headphone part of the GSS? wanna get one with my pay...when i get my pay...""",2,2.65,3.95,2.8,2.65,n,n,y,n,n,10/22/09 12:03 AM,628,193156,98.42,0.01,194779,0.5,0.05,
a40e2ef8193f5273a04cc7bbaae0789c,A computer again!  Oh how much I missed having one of these things!,4,2.5,4.5,3.75,5,y,n,y,y,y,06/24/09 11:25 PM,302,43566.4,96.49,0.02,44428,0.49,0.1,
a28eb911aad029162befe9e541d9fb86,once again doesn't remember going to bed. And she's upset with how much drunk *PROPNAME* tries to screw around with hungover *PROPNAME*. This isn't funny drunk *PROPNAME*.,3.7,1.75,4,3.75,4.5,y,n,y,y,y,06/21/09 11:56 PM,187,16580.2,96.37,0.03,16845,0.49,0.12,
a1c187cbf8532b649cc3b36c01a3ca20,Facebook has agreed to let third party advertisers use your posted pictures WITHOUT your permission. Click on SETTINGS up at the top where you see the Logout link. Select PRIVACY. Then select NEWSFEEDS and WALL. Next select the tab FACEBOOK ADS. There is ,3.2,1.85,3.85,3.15,4.25,n,n,y,n,y,06/26/09 02:47 AM,565,156458,98.55,0.01,157750,0.5,0.03,
a1a428d8cf752b3f0527c106b741a9ad,Your grace is more than enough. Re-prioritization in progress.,4.75,1.5,4.5,3.25,3.5,y,n,y,n,n,06/21/09 11:04 PM,477,111206,98.37,0.01,112134,0.5,0.06,
9e7ebc8082b0e7e92e7aedd3ba562d84,I gave up what I can't keep for something I can never lose..,4.05,1.75,4.3,4.05,3.75,y,n,y,y,n,06/14/09 10:01 PM,1226,729549,97.31,0,749015,0.5,0,
970197105b41eac939d4fc3cec25137b,"I like this work, play and no class thing...summer should happen more often",4,1.95,4.25,3.55,3.45,y,n,y,y,n,07/29/09 04:32 PM,959,441049,96.21,0.01,453251,0.49,0.1,
969c2ff79da16a5ac43dda095e6d653e,thinks this is the best day ever!!! ,),3,2.75,3.75,5,2.25,n,n,y,y,n,06/30/09 01:02 PM,459,102508,97.95,0.01,103590,0.49,0.08
94c07315276329eaf9beb29b759d4442,"New Year's resolutions... why wait until January? Screw that, December is MY month! I will exercise daily. I will not fall asleep randomly without brushing teeth (eww). I will clean my room weekly. I will not save files with names like 'adsvdsq.' I will finish all tasks by 75% of the deadline. And for motivation, I will move $100 from my checking to my savings account each time I fail! Go go self-improvement!",3.25,2.1,3.3,2.65,4.45,n,n,n,n,y,06/23/09 01:20 AM,216,19345.4,84.09,0.06,21766,0.47,0.33,
933791b8623dadbb82664c60db91fb7e,is hoping in vain for sunshine...,3.75,2.35,3.7,4,4.2,y,n,y,y,y,08/12/09 04:59 AM,332,51657.2,94.58,0.03,53320,0.49,0.2,
8f9d4ed5d16ed1a67d734196d29d1f6b,Who needs Twitter when you have Facebook?,4.33,2,4.17,3.67,4.4,y,n,y,y,y,10/31/09 11:50 PM,145,9755.34,94.75,0.04,10042,0.49,0.14,
8e228453cfa66cf26d56af6df77624b7,PHYSICS= BAD.  My Favorite Equation.,4.5,2.25,4.5,5,3.5,y,n,y,y,n,08/04/09 05:11 AM,606,177453,97.12,0.01,180788,0.49,0.07,
8de8bd927b7382cb4fa28b96d9c1d539,The world lost a great one!!!! We will never forget!!! RIP and party hard with Elvis and James Brown!!!!,3.5,2.4,3.35,3.45,4.6,n,n,n,n,y,07/13/09 01:47 PM,562,146858,93.49,0.02,155268,0.49,0.06,
8d7faa6d7f104a6cb7c4a9e1c6310a15,is sick of joint facebook pages. Be an individual for christ's sake!,3.65,2.55,4.2,3.45,4.55,y,n,y,n,y,07/18/09 01:58 AM,112,5856.21,95.92,0.04,5968,0.49,0.09,
8bfbf6d9c91e07247d0ff83bbcacee68,Well ain't that the cat's pajamas!!,4.5,2.25,3.75,2.25,4,y,n,y,n,y,07/19/09 06:08 PM,676,222411,97.77,0.01,225707,0.5,0.06,
8a302f01e209fc15fa8425f2d41f633a,says Thank You So Much to everyone who helped to make The Graduation a Huge Success!,2.7,2.1,3.85,3.65,4.7,n,n,y,y,y,08/20/09 06:53 PM,135,8479.96,95.16,0.04,8711,0.49,0.12,
8736d2c84c639dc57ef984602d8d96aa,"Seminar went well, Kateri and I have the marks to prove it. Now food, tomorrow, house viewing. Next week, knives or swords.",3.6,1.84,3.15,3.25,3.7,y,n,n,n,n,09/01/09 12:11 AM,290,40289.5,96.81,0.02,41037,0.49,0.08,
85a78b7179d46b27e3f4f3a1468e2a1c,made it safely to italy :) 22 hour trip lol havent slept one sec the whole time will upload pics of my trip soon and through out the month.,3.65,2,4.25,3.05,4.7,y,n,y,n,y,06/27/09 08:36 AM,41,762.5,97.76,0.07,765,0.49,0.06,
83b6e605652dbf6915856eea1ce419bd,MJ died :(,2.5,2,3,4.25,2.5,n,n,n,y,n,11/11/09 03:28 PM,356,59578.9,94.82,0.03,61533,0.49,0.17,
810c70fdd8c82cb4e0afc1e8cc62759a,will be in SJ as of tonight! He'll be in town till Saturday morning so call him and rescue him from the boredom that is his house.,3.6,1.5,3.45,2.9,4.35,y,n,n,n,y,09/22/09 08:51 AM,644,203058,98.38,0.01,204908,0.5,0.05,
80a570b74f23f56c94f639436ff92353,i miss my sister.,4.2,2.33,3.17,3,4.17,y,n,n,n,y,06/30/09 01:57 PM,907,404895,98.76,0.01,407823,0.5,0.04,
7e0954e34b5af347696eb260230bccda,Any GOS student who comes to me complaining about how 'early' the next school year starts are gonna get a 'nice little lecture' from me...�_�,2.9,2.45,3.85,3.1,3.9,n,n,y,n,y,06/27/09 11:15 AM,414,84404.8,99.21,0.01,84584,0.5,0.04,
7d41c244db4ee816029991d903cc7ce1,Anyone want to sing at the Bakery on Thursday night? Free food and tips...!,2.25,2.75,3.25,3.5,4.5,n,n,n,y,y,06/23/09 01:20 PM,361,60937.4,94.3,0.03,63195,0.49,0.22,
7b061056ba902bf5a3f0f123fb181ad3,is going to Oslo tomorrow!,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/03/09 12:39 AM,1264,780799,97.97,0.01,792237,0.5,0.06,
785d03537a119e9decd7de253c74c306,Needs to get the internet at home,3.65,1.63,2.75,4.45,3.4,y,n,n,y,n,06/16/09 12:04 AM,322,49274,95.94,0.02,50466,0.49,0.12,
7226dfa2f0bde9e94bac3c83a3b1ab7a,not feelin too good :(,3.4,1.55,3.35,4.25,3.75,n,n,n,y,n,06/15/09 02:57 AM,274,36363.3,97.94,0.02,36794,0.5,0.04,
72265a88c1d9956ea6c7b49aa6e54220,"beach, beach, beach!!!!!! :]",4.15,2.25,4.3,3.65,4.65,y,n,y,y,y,07/09/09 01:04 AM,714,249452,98.28,0.01,251861,0.5,0.05,
715c9eb832dc833a0b6409ddccd268b1,just finished drill...8 people fell out,3.45,1.5,2.4,4.55,4.7,n,n,n,y,y,06/21/09 08:42 PM,831,338383,98.36,0.01,341154,0.5,0.07,
711d198ce5dcc873c3b1fd1468e84d2f,Flu sucks,2.35,2.15,4.25,3.9,3.65,n,n,y,y,n,02/17/10 03:59 AM,213,20225.1,90.43,0.07,21100,0.47,0.44,
709606429cd1b0d5cefaf63cdeaaa86b,Happy Anniversary to me and the hubby!  <3 3 years married today - can't you tell by the humidity?  lol,3.25,1.75,3.75,4.75,4.25,n,n,y,y,y,06/23/09 08:39 AM,457,100985,97.34,0.01,102634,0.49,0.06,
6f2bebc01062eb8334dccba3e048fdb5,cage match: nyquil versus summer cold. ONE NIGHT ONLY! who will be victorious?,4.2,1.55,4.95,3.4,4.65,y,n,y,n,y,09/20/09 03:50 PM,294,40662.7,95.06,0.03,41888,0.49,0.14,
6d532e15130603bca8c7e08c8c7e1411,"Preparing the different meals I can eat for my ""bulking"" diet with my custom workout program starting Tuesday. In theory this should be better than P90X, HIT, 5x5, etc. Counting calories is tedious, but it's the best way to make real progress.",3.6,2.55,3.7,4.8,4.45,y,n,y,y,y,06/16/09 04:31 AM,174,13616.8,91.52,0.05,14360,0.48,0.19,
6b87839f53a878460fca47c778ec9e3a,some girls just need to keep their noses out of other ppls business and keep to themselves!!!! bitches...,3.5,2,3.9,4.5,3.9,n,n,y,y,y,06/14/09 11:26 AM,413,82803.9,97.8,0.02,83757,0.49,0.07,
666c166767bb6645ee3dde9804faa6a9,i am too tired to move. rebecca you are going to have to pick me up or something,4.5,1.55,3.85,2.6,3.95,y,n,y,n,y,06/18/09 01:50 AM,1043,532379,98.16,0.01,538780,0.5,0.06,
65266a09dc3d274bed54447cf4565392,argh y does everything need qualifications n not experience :(,2.9,2.65,3.45,3.45,4,n,n,n,n,y,11/06/09 08:19 PM,222,17150.1,70.55,0.09,22359,0.46,0.34,
60751629cdaa2f62ebc9a33209fcca8e,"This week, Kelsey gets a LITA STAR for her authorship of ""core char,"" short for core characters of a show, movie, novel, etc., etc.  Thank you Kelsey for your contribution to  ""Great Phrases of our Time.""",4.5,1.5,3.25,3.5,4.75,y,n,n,y,y,06/25/09 05:08 PM,826,338268,99.52,0,339027,0.5,0.01,
5c73047a8292131a9aa261cfa07932fd,will soon miss the peace and quiet.,3.45,1.65,4.55,3.5,4.65,n,n,y,y,y,06/17/09 10:33 AM,695,238038,98.99,0.01,239033,0.5,0.05,
5880081cd3de1619cd431a75d9052dfc,"ran 19 miles today. Shower, a big glass of water, and then cleaning up the house.",2.9,2.2,3.05,3.9,4.1,n,n,n,y,y,06/28/09 11:20 PM,72,2015.24,81.1,0.12,2262,0.46,0.38,
57c2d8496ceb8e92022bcac20cca27e1,Happy Summer Solstice to all!,3.55,1.4,4.45,4.15,4.8,n,n,y,y,y,07/29/09 04:53 AM,77,2830.5,99.32,0.03,2837,0.5,0.01,
540159466df2f050426692ddaac1eab4,back to reality,3,1.75,4,4.75,4,n,n,y,y,y,07/13/09 05:19 PM,315,47078.6,95.8,0.03,48149,0.49,0.19,
530e195e467f673de0917893fbf9299a,has analyzed our data to quantize the way we feel... :D,1.9,2.7,4.1,4.2,4.45,n,n,y,y,y,06/19/09 04:18 AM,56,1205.1,81.15,0.12,1362,0.46,0.31,
530e195e467f673de0917893fbf9299a,Leaving Manitoba Wednesday morning... Not looking forward to it! :(,1.9,2.7,4.1,4.2,4.45,n,n,y,y,y,06/18/09 08:49 PM,56,1205.1,81.15,0.12,1362,0.46,0.31,
5299b573a6caaf4aebfb3cf6bc8acfd8,"thinks that it is impossible to be TOO heavenly minded. Watch. Those who are ""too heavenly minded"" will do the greatest good here.",4.7,1.55,3.7,4.4,4.9,y,n,y,y,y,09/21/09 07:28 AM,457,100045,96.44,0.02,102101,0.49,0.16,
527ed53d2ba3a3bc417b8402d5b2f556,"put in work again last night at the Pig N Whistle. Thakns to those who came.  Next week, he should be hosting.",3.35,2.75,2.85,3.1,4.15,n,n,n,n,y,12/25/09 04:47 PM,789,303058,97.74,0.01,307565,0.5,0.07,
526ac2635cb3f5e0ee5d7424e83e9107,A vegetarian delight,2.45,2.7,3.1,4,4.3,n,n,n,y,y,10/29/09 06:04 AM,633,196606,98.6,0.01,198186,0.5,0.07,
504862f12f8c000ae4358a10d657e8f5,Oct 7th,3.9,1.7,4.2,4.6,4.7,y,n,y,y,y,06/17/09 02:34 AM,1267,767221,95.81,0,798934,0.5,0.01,
4e5bc97d95f3aca05d420bfd4e3a2639,can't wait to have all the stuff moved into the new place in Oak Park today!,4.65,2.2,3.7,2.1,3.85,y,n,y,n,y,06/25/09 02:42 AM,175,14199.5,94.34,0.04,14654,0.49,0.17,
4bbb1f5843d9d6e8966dce58179f01de,108. Nearly in double digits.,2.55,2.65,4,2.95,4.05,n,n,y,n,y,06/27/09 07:20 PM,81,2684.16,84.94,0.13,2834,0.45,0.52,
4b8c9b247d45495cdb1ebf755fcec1f6,is excited to pop chuckies natives cherry!,3.75,2.5,4,4.75,4.5,y,n,y,y,y,09/15/09 09:49 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,
45ab97edbe4e93bc1017bcd28483a678,Meh.,4.05,2.4,3.8,3,4.85,y,n,y,n,y,06/17/09 03:09 PM,563,153582,97.43,0.01,156035,0.49,0.08,
45a8b713a08f44ad954463e0aa979235,will break that trap = =+ and climb out alive.,3,2.75,3.75,3.75,3.5,n,n,y,y,n,07/17/09 08:15 PM,431,90115.4,97.7,0.02,91202,0.49,0.08,
43e9b5847ad2e94f53bcc9d826093a76,is a licensed driver again! woo hoo,3.68,2.45,4.35,4.05,4.4,y,n,y,y,y,06/16/09 11:33 AM,419,82139,94.25,0.02,85492,0.49,0.15,
436e99cf44a590f9fa63638544619ce1,I've lived in this place and I know all the faces Each one is different but they're always the same They mean me no harm but it's time that I face it They'll never allow me to change',4.5,2.75,4.25,5,4.75,y,n,y,y,y,07/02/09 06:20 AM,1151,650745,98.5,0.01,656894,0.5,0.06,
3b6a414b280222a29d0a95c473cf6b61,is attic apartment and tornado don't mix...the question is where to take cover?,2.05,1.55,4.55,3.95,4,n,n,y,y,y,09/29/09 11:24 PM,322,50065.9,97.48,0.02,50696,0.49,0.1,
3b474abc02985674f2b64e46a939bb3d,Me + Exams = Epic Phail ~.~,3.6,1.95,4.2,3.6,4.8,y,n,y,y,y,07/10/09 09:43 PM,804,312739,97.12,0.01,321175,0.5,0.01,
37195f370c3fd7486ccedb1519b026c2,Best. Wedding. Ever. I LOVE YOU TO DEATH EM AND COL!,4.13,1.43,4.5,3.5,4.13,y,n,y,y,y,07/15/09 02:00 PM,694,234370,97.74,0.01,237664,0.5,0.07,
370a8295df2f8b9069e75422c37d2639,IS SOOOOOO EXCITED 4 THE HOLS,4,1.65,3.1,3.1,4.5,y,n,n,n,y,10/22/09 03:15 AM,89,3755.17,98.1,0.03,3804,0.5,0.02,
33e1c2ac25051eda8cc69d1379f584eb,R.I.P *PROPNAME*! You and your music will alway be in my heart :(,4,1.5,4.35,3.9,4.8,y,n,y,y,y,06/30/09 07:47 AM,241,28030.7,97.74,0.02,28314,0.49,0.07,
325e62f4e7e4f64a03fcf831a8d80bf1,is lonely.,4.35,1.7,4.75,3.55,4.7,y,n,y,y,y,06/16/09 10:00 PM,595,172875,98.16,0.01,174859,0.5,0.05,
301e1788a595203d0daf3fed10afe1c9,Its way to early on a Saturday to be heading to work...,3,2.5,4,3.5,3.75,n,n,y,y,n,07/10/09 02:33 PM,493,115837,95.9,0.02,118848,0.49,0.12,
2ea1efd66ffc011621a4a74e06005e23,"""we never forget the truth, we only get better at lying to ourselves""",4.1,1.78,3.3,4.3,4.7,y,n,n,y,y,11/19/09 10:38 PM,947,442522,99,0.01,444948,0.5,0.03,
2badb47503a98766c89e266d1130969a,NYC on 8//18!!!!!!!!,3.55,2.3,3.65,4.65,4.6,n,n,y,y,y,12/08/09 01:27 AM,379,66420.9,93.22,0.03,69191,0.49,0.27,
28038d4b1e4bcfc3b91960f095eccca4,is a Stanford graduate and leaves for Beijing tomorrow.,4.6,1.6,4.1,3.9,4.9,y,n,y,y,y,06/25/09 10:46 PM,775,289468,96.76,0.01,296135,0.49,0.07,
22d1f7b24168528163c515b1c96a879c,extends special thanks to *PROPNAME* and *PROPNAME*!  Now on to the literature review ...,3.13,1.56,4.38,3.88,3.5,n,n,y,y,n,06/16/09 07:25 PM,333,53583.4,97.52,0.02,54306,0.49,0.07,
225c97c90103cc04cda7d10845f2733e,"has been asked by several friends about our trip plans.  We fly nonstop from Charlotte to Frankfurt.  Then we travel by train, Heidelberg, Wiesbaden, Mainz, Munich, castles, Zugspitze,  Rothenburg, back to Frankfurt and fly home.",2.7,1.45,3.8,4.35,3.3,n,n,y,y,n,08/24/09 12:30 PM,102,4216.48,83.49,0.09,4694,0.46,0.32,
200255966ca6e2636535b5b93ac04497,Four day camping trip!!! Holy Crap! this is going to be fun...,3.15,1.9,4.15,4,3.55,n,n,y,y,n,12/29/09 12:42 AM,75,2650.67,98.14,0.04,2660,0.49,0.05,
